Country Name,Country Code,Indicator Name,Series Code,1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2018 [YR2018]
Gabon,GAB,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,1.61E+09,1.38E+09,1.05E+09,79000647,83091797,71734635
Gabon,GAB,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,7.51E+09,8.13E+09,8.74E+09,9.16E+09,1.04E+10,1.07E+10
Gabon,GAB,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,8.23E+09,1.15E+10,1.01E+10,9.09E+09,7.76E+09,1.01E+10
Gabon,GAB,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,1.85E+10,4.26E+10,4.59E+10,5.97E+10,6.45E+10,4.43E+10
Gabon,GAB,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,35569643,37071285,38572927,40074569,61263968,73977602
Gabon,GAB,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,1.85E+10,4.26E+10,4.59E+10,5.97E+10,6.46E+10,4.44E+10
Gabon,GAB,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,0,0,0,0,0,0
Gabon,GAB,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,39594716,78829101,2.01E+08,4.04E+08,1.30E+09,1.17E+09
Gabon,GAB,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,7124303,4229617,5660503,0,1.25E+08,1.02E+08
Gabon,GAB,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,1.85E+10,4.25E+10,4.57E+10,5.93E+10,6.32E+10,4.31E+10
Gabon,GAB,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,3.83E+08,4.31E+08,7.01E+08,9.49E+08,1.28E+09,1.37E+09
Gabon,GAB,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,2.12E+10,2.51E+10,2.41E+10,2.22E+10,2.28E+10,2.54E+10
Gabon,GAB,Net foreign assets (constant 2018 US$),NW.NFA.TO,-8.30E+09,-6.10E+09,-3.40E+09,-2.50E+09,-8.20E+09,-1.30E+10
Gabon,GAB,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,-7679.3,-4970.06,-2428.65,-1513.85,-4187.73,-5971.96
Gabon,GAB,Produced capital (constant 2018 US$),NW.PCA.TO,2.35E+10,2.50E+10,2.52E+10,2.96E+10,4.28E+10,4.77E+10
Gabon,GAB,Produced capital per capita (constant 2018 US$),NW.PCA.PC,21691.75,20339.09,18144.33,18249.57,21965.45,22512.99
Gabon,GAB,Total wealth (constant 2018 US$),NW.TOW.TO,8.52E+10,1.15E+11,1.19E+11,1.39E+11,1.61E+11,1.45E+11
Gabon,GAB,Total wealth per capita (constant 2018 US$),NW.TOW.PC,78542.73,93717.74,85882.03,85315.43,82737.9,68566.68
Georgia,GEO,Human capital (constant 2018 US$),NW.HCA.TO,2.71E+10,3.21E+10,2.29E+10,3.91E+10,6.19E+10,6.74E+10
Georgia,GEO,Human capital per capita (constant 2018 US$),NW.HCA.PC,5824.82,7871.33,5874.156,10334.69,16607.07,18073.75
Georgia,GEO,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,800.2226,1322.472,1156.601,3003.965,5091.869,5611.983
Georgia,GEO,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,2057.585,3426.013,3027.204,5112.319,8055.128,8905.018
Georgia,GEO,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,1631.024,2192.197,1623.894,3825.033,6431.964,6986.953
Georgia,GEO,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,4193.796,5679.133,4250.262,6509.659,10175.1,11086.8
Georgia,GEO,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,830.8013,869.7248,467.2925,821.0682,1340.095,1374.97
Georgia,GEO,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,2136.211,2253.12,1223.058,1397.341,2119.976,2181.783
Georgia,GEO,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,3.73E+09,5.39E+09,4.51E+09,1.14E+10,1.90E+10,2.09E+10
Georgia,GEO,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,9.58E+09,1.40E+10,1.18E+10,1.94E+10,3.00E+10,3.32E+10
Georgia,GEO,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,7.60E+09,8.94E+09,6.34E+09,1.45E+10,2.40E+10,2.60E+10
Georgia,GEO,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,1.95E+10,2.32E+10,1.66E+10,2.47E+10,3.79E+10,4.13E+10
Georgia,GEO,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,3.87E+09,3.55E+09,1.82E+09,3.11E+09,4.99E+09,5.12E+09
Georgia,GEO,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,9.95E+09,9.19E+09,4.77E+09,5.29E+09,7.90E+09,8.13E+09
Georgia,GEO,Natural capital (constant 2018 US$),NW.NCA.TO,1.62E+10,2.10E+10,2.03E+10,1.51E+10,1.47E+10,1.46E+10
Georgia,GEO,Natural capital per capita (constant 2018 US$),NW.NCA.PC,3488.267,5142.84,5207.156,3986.738,3951.144,3905.339
Georgia,GEO,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,2325.036,3699.195,3293.19,1771.752,1806.081,1572.701
Georgia,GEO,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,1485.249,1739.171,1339.732,769.9796,779.2207,590.2768
Georgia,GEO,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,839.7869,1960.024,1953.458,1001.772,1026.86,982.4239
Georgia,GEO,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,30.93235,30.02115,73.33122,15.15423,18.05913,114.0472
Georgia,GEO,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,822.964,989.7663,1131.461,1398.163,1263.135,1559.615
Georgia,GEO,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,34.36806,47.92218,60.46561,103.2802,75.06127,78.0606
Georgia,GEO,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,145.7362,75.59171,179.2682,126.7023,120.7895,134.9742
Georgia,GEO,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,0,0,0,0,0,0
Georgia,GEO,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,190.9858,107.4672,268.46,445.4647,482.2958,286.7572
Georgia,GEO,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,16.85905,0.08024,0.451091,7.428251,15.17698,9.104421
Georgia,GEO,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,13.80409,10.07057,14.07846,11.06187,8.546244,12.86756
Georgia,GEO,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,45.24953,31.87551,89.19181,318.7625,361.5063,151.783
Georgia,GEO,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,115.0731,65.4409,164.7386,108.2121,97.06629,113.0022
Georgia,GEO,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,83.98045,268.4684,380.2482,252.9243,306.5123,294.1582
Georgia,GEO,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,3297.281,5035.373,4938.696,3541.274,3468.848,3618.582
Georgia,GEO,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,1.08E+10,1.51E+10,1.29E+10,6.71E+09,6.73E+09,5.86E+09
Georgia,GEO,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,6.92E+09,7.09E+09,5.23E+09,2.92E+09,2.90E+09,2.20E+09
Georgia,GEO,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,3.91E+09,7.99E+09,7.62E+09,3.79E+09,3.83E+09,3.66E+09
Georgia,GEO,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,1.44E+08,1.22E+08,2.86E+08,57384455,67275234,4.25E+08
Georgia,GEO,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,3.83E+09,4.04E+09,4.42E+09,5.29E+09,4.71E+09,5.81E+09
Georgia,GEO,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,1.60E+08,1.95E+08,2.36E+08,3.91E+08,2.80E+08,2.91E+08
Georgia,GEO,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,6.79E+08,3.08E+08,7.00E+08,4.80E+08,4.50E+08,5.03E+08
Georgia,GEO,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,0,0,0,0,0,0
Georgia,GEO,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,8.90E+08,4.38E+08,1.05E+09,1.69E+09,1.80E+09,1.07E+09
Georgia,GEO,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,78524773,327149.3,1760368,28128521,56538448,33928071
Georgia,GEO,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,64295605,41059043,54940753,41887914,31837118,47951590
Georgia,GEO,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,2.11E+08,1.30E+08,3.48E+08,1.21E+09,1.35E+09,5.66E+08
Georgia,GEO,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,5.36E+08,2.67E+08,6.43E+08,4.10E+08,3.62E+08,4.21E+08
Georgia,GEO,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,3.91E+08,1.09E+09,1.48E+09,9.58E+08,1.14E+09,1.10E+09
Georgia,GEO,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,1.54E+10,2.05E+10,1.93E+10,1.34E+10,1.29E+10,1.35E+10
Georgia,GEO,Net foreign assets (constant 2018 US$),NW.NFA.TO,-1.90E+09,-4.60E+09,-5.80E+09,-1.20E+10,-1.90E+10,-2.30E+10
Georgia,GEO,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,-398.877,-1138.25,-1475.82,-3150.43,-5175.21,-6159.38
Georgia,GEO,Produced capital (constant 2018 US$),NW.PCA.TO,6.28E+10,6.22E+10,6.62E+10,6.92E+10,7.68E+10,8.46E+10
Georgia,GEO,Produced capital per capita (constant 2018 US$),NW.PCA.PC,13478.24,15261.66,16953.62,18279.71,20613.91,22690.1
Georgia,GEO,Total wealth (constant 2018 US$),NW.TOW.TO,1.04E+11,1.11E+11,1.04E+11,1.12E+11,1.34E+11,1.44E+11
Georgia,GEO,Total wealth per capita (constant 2018 US$),NW.TOW.PC,22392.45,27137.59,26559.11,29450.71,35996.92,38509.82
Germany,DEU,Human capital (constant 2018 US$),NW.HCA.TO,2.21E+13,2.28E+13,2.16E+13,2.59E+13,2.98E+13,3.17E+13
Germany,DEU,Human capital per capita (constant 2018 US$),NW.HCA.PC,270053.9,276964.6,261770.4,316256,364994.6,381761.4
Germany,DEU,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,79175.24,82206.49,78846.53,93817.13,105608.9,110030.8
Germany,DEU,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,158403.1,165041.7,157447.3,192776.1,226180.1,238057.4
Germany,DEU,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,89998.02,92086.78,87347.57,103527.3,116178.2,120674.9
Germany,DEU,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,180055.9,184877.8,174422.8,212728.7,248816.4,261086.5
Germany,DEU,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,10822.78,9880.288,8501.039,9710.166,10569.39,10644.11
Germany,DEU,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,21652.76,19836.14,16975.58,19952.52,22636.24,23029.1
Germany,DEU,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,6.47E+12,6.76E+12,6.50E+12,7.67E+12,8.63E+12,9.12E+12
Germany,DEU,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,1.29E+13,1.36E+13,1.30E+13,1.58E+13,1.85E+13,1.97E+13
Germany,DEU,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,7.35E+12,7.57E+12,7.20E+12,8.47E+12,9.49E+12,1.00E+13
Germany,DEU,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,1.47E+13,1.52E+13,1.44E+13,1.74E+13,2.03E+13,2.16E+13
Germany,DEU,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,8.84E+11,8.12E+11,7.01E+11,7.94E+11,8.63E+11,8.82E+11
Germany,DEU,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,1.77E+12,1.63E+12,1.40E+12,1.63E+12,1.85E+12,1.91E+12
Germany,DEU,Natural capital (constant 2018 US$),NW.NCA.TO,3.45E+11,3.49E+11,3.92E+11,4.57E+11,4.96E+11,4.58E+11
Germany,DEU,Natural capital per capita (constant 2018 US$),NW.NCA.PC,4227.65,4239.754,4756.37,5591.897,6073.574,5523.566
Germany,DEU,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,2596.336,2223.088,2297.395,2409.792,2720.146,2479.969
Germany,DEU,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,1022.272,899.6536,901.5857,1133.766,1304.506,1161.311
Germany,DEU,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,1574.064,1323.434,1395.809,1276.025,1415.64,1318.658
Germany,DEU,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,13.8305,5.632358,45.70779,62.32768,19.60636,6.687864
Germany,DEU,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,959.0948,1254.904,1304.478,1376.673,1837.164,1847.686
Germany,DEU,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,214.3152,281.1304,304.1228,409.4158,404.3222,374.7041
Germany,DEU,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,175.0204,118.7994,446.0009,859.4174,490.0652,231.9632
Germany,DEU,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,0,0,0,0,0,0
Germany,DEU,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,175.0936,119.6118,447.0458,866.1805,490.0652,231.9632
Germany,DEU,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,103.8852,34.67372,256.1873,637.9915,346.8611,158.4735
Germany,DEU,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,39.39957,48.68496,110.5668,102.9949,66.24668,28.73472
Germany,DEU,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,0.073164,0.812409,1.044847,6.763103,0,0
Germany,DEU,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,31.73559,35.44074,79.24683,118.431,76.95734,44.75491
Germany,DEU,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,268.9801,355.388,357.6208,467.5084,602.2705,582.5556
Germany,DEU,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,4052.556,4120.142,4309.324,4725.716,5583.509,5291.603
Germany,DEU,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,2.12E+11,1.83E+11,1.89E+11,1.97E+11,2.22E+11,2.06E+11
Germany,DEU,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,8.35E+10,7.40E+10,7.44E+10,9.27E+10,1.07E+11,9.63E+10
Germany,DEU,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,1.29E+11,1.09E+11,1.15E+11,1.04E+11,1.16E+11,1.09E+11
Germany,DEU,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,1.13E+09,4.63E+08,3.77E+09,5.10E+09,1.60E+09,5.54E+08
Germany,DEU,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,7.83E+10,1.03E+11,1.08E+11,1.13E+11,1.50E+11,1.53E+11
Germany,DEU,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,1.75E+10,2.31E+10,2.51E+10,3.35E+10,3.30E+10,3.11E+10
Germany,DEU,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,1.43E+10,9.77E+09,3.68E+10,7.03E+10,4.00E+10,1.92E+10
Germany,DEU,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,0,0,0,0,0,0
Germany,DEU,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,1.43E+10,9.83E+09,3.69E+10,7.08E+10,4.00E+10,1.92E+10
Germany,DEU,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,8.49E+09,2.85E+09,2.11E+10,5.22E+10,2.83E+10,1.31E+10
Germany,DEU,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,3.22E+09,4.00E+09,9.12E+09,8.42E+09,5.41E+09,2.38E+09
Germany,DEU,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,5975893,66789396,86167916,5.53E+08,0,0
Germany,DEU,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,2.59E+09,2.91E+09,6.54E+09,9.68E+09,6.29E+09,3.71E+09
Germany,DEU,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,2.20E+10,2.92E+10,2.95E+10,3.82E+10,4.92E+10,4.83E+10
Germany,DEU,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,3.31E+11,3.39E+11,3.55E+11,3.86E+11,4.56E+11,4.39E+11
Germany,DEU,Net foreign assets (constant 2018 US$),NW.NFA.TO,1.41E+11,1.97E+09,3.43E+11,7.32E+11,1.57E+12,2.23E+12
Germany,DEU,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,1723.718,23.96678,4163.656,8954.072,19260.61,26958.11
Germany,DEU,Produced capital (constant 2018 US$),NW.PCA.TO,1.64E+13,1.79E+13,1.89E+13,1.98E+13,2.07E+13,2.14E+13
Germany,DEU,Produced capital per capita (constant 2018 US$),NW.PCA.PC,200431,218055.5,229029,241730.6,253303.1,258164.9
Germany,DEU,Total wealth (constant 2018 US$),NW.TOW.TO,3.89E+13,4.10E+13,4.12E+13,4.68E+13,5.26E+13,5.57E+13
Germany,DEU,Total wealth per capita (constant 2018 US$),NW.TOW.PC,476436.3,499283.8,499719.5,572532.5,643631.9,672408
Ghana,GHA,Human capital (constant 2018 US$),NW.HCA.TO,1.45E+11,1.75E+11,2.17E+11,3.13E+11,4.42E+11,5.34E+11
Ghana,GHA,Human capital per capita (constant 2018 US$),NW.HCA.PC,8542.114,9068.398,9961.791,12613.05,15885.26,17951.47
Ghana,GHA,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,1522.607,1617.35,1798.503,2443.592,3101.641,3494.159
Ghana,GHA,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,3237.276,3420.904,3773.63,4761.783,6018.776,6779.429
Ghana,GHA,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,2732.48,2911.082,3215.341,4277.52,5402.206,6105.488
Ghana,GHA,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,5809.634,6157.316,6746.45,8335.528,10483.05,11845.98
Ghana,GHA,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,1209.872,1293.733,1416.838,1833.929,2300.565,2611.329
Ghana,GHA,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,2572.358,2736.412,2972.82,3573.744,4464.278,5066.548
Ghana,GHA,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,2.59E+10,3.12E+10,3.92E+10,6.06E+10,8.64E+10,1.04E+11
Ghana,GHA,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,5.51E+10,6.60E+10,8.23E+10,1.18E+11,1.68E+11,2.02E+11
Ghana,GHA,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,4.65E+10,5.61E+10,7.01E+10,1.06E+11,1.50E+11,1.82E+11
Ghana,GHA,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,9.88E+10,1.19E+11,1.47E+11,2.07E+11,2.92E+11,3.53E+11
Ghana,GHA,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,2.06E+10,2.49E+10,3.09E+10,4.54E+10,6.41E+10,7.77E+10
Ghana,GHA,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,4.38E+10,5.28E+10,6.49E+10,8.86E+10,1.24E+11,1.51E+11
Ghana,GHA,Natural capital (constant 2018 US$),NW.NCA.TO,1.05E+11,1.61E+11,2.19E+11,1.68E+11,1.97E+11,1.80E+11
Ghana,GHA,Natural capital per capita (constant 2018 US$),NW.NCA.PC,6190.808,8354.434,10026.59,6764.963,7062.482,6031.105
Ghana,GHA,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,3111.461,4708.967,5674.139,3359.845,2707.941,2475.416
Ghana,GHA,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,2799.559,4424.346,5275.567,3096.406,2500.364,2335.296
Ghana,GHA,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,311.902,284.6217,398.5722,263.4387,207.5766,140.1197
Ghana,GHA,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,0,0,77.36988,63.96166,61.83503,69.5054
Ghana,GHA,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,726.05,695.8632,660.0976,500.3208,736.7711,702.3067
Ghana,GHA,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,1891.563,2472.53,3079.118,2144.672,2062.594,1860.532
Ghana,GHA,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,1.457564,24.32734,44.91413,29.86466,879.6102,498.193
Ghana,GHA,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,68.87136,68.83738,67.95576,66.09284,70.22593,72.11063
Ghana,GHA,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,267.5247,291.2282,303.468,521.3794,1337.442,793.3519
Ghana,GHA,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,0,0,0,0,0,0
Ghana,GHA,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,1.14774,0.530084,0.25149,0.025213,8.055833,25.24094
Ghana,GHA,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,266.0671,266.9009,258.5538,491.5147,457.8321,295.1588
Ghana,GHA,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,0.309824,23.79726,44.66264,29.83945,871.5544,472.9521
Ghana,GHA,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,125.3384,117.0085,164.446,108.6915,85.67198,57.88251
Ghana,GHA,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,5923.283,8063.206,9723.126,6243.584,5725.039,5237.753
Ghana,GHA,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,5.29E+10,9.08E+10,1.24E+11,8.33E+10,7.54E+10,7.37E+10
Ghana,GHA,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,4.76E+10,8.53E+10,1.15E+11,7.67E+10,6.96E+10,6.95E+10
Ghana,GHA,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,5.31E+09,5.49E+09,8.69E+09,6.53E+09,5.78E+09,4.17E+09
Ghana,GHA,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,0,0,1.69E+09,1.58E+09,1.72E+09,2.07E+09
Ghana,GHA,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,1.24E+10,1.34E+10,1.44E+10,1.24E+10,2.05E+10,2.09E+10
Ghana,GHA,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,3.22E+10,4.77E+10,6.72E+10,5.31E+10,5.74E+10,5.54E+10
Ghana,GHA,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,24799079,4.69E+08,9.80E+08,7.40E+08,2.45E+10,1.48E+10
Ghana,GHA,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,1.17E+09,1.33E+09,1.48E+09,1.64E+09,1.96E+09,2.15E+09
Ghana,GHA,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,4.55E+09,5.61E+09,6.62E+09,1.29E+10,3.72E+10,2.36E+10
Ghana,GHA,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,0,0,0,0,0,0
Ghana,GHA,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,19527711,10219417,5486165,624758,2.24E+08,7.51E+08
Ghana,GHA,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,4.53E+09,5.15E+09,5.64E+09,1.22E+10,1.28E+10,8.79E+09
Ghana,GHA,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,5271368,4.59E+08,9.74E+08,7.39E+08,2.43E+10,1.41E+10
Ghana,GHA,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,2.13E+09,2.26E+09,3.59E+09,2.69E+09,2.39E+09,1.72E+09
Ghana,GHA,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,1.01E+11,1.55E+11,2.12E+11,1.55E+11,1.59E+11,1.56E+11
Ghana,GHA,Net foreign assets (constant 2018 US$),NW.NFA.TO,-1.40E+10,-3.30E+10,-1.90E+10,-2.00E+10,-2.40E+10,-2.70E+10
Ghana,GHA,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,-847.15,-1694.92,-872.231,-805.349,-862.246,-909.57
Ghana,GHA,Produced capital (constant 2018 US$),NW.PCA.TO,1.30E+11,1.47E+11,1.73E+11,2.13E+11,2.42E+11,2.62E+11
Ghana,GHA,Produced capital per capita (constant 2018 US$),NW.PCA.PC,7639.022,7604.851,7940.927,8595.752,8695.665,8787.59
